조사년도,법인명,대표학교코드,대표학교명,대학구분,학교구분,지역,설립구분,관련법령,성별,주야구분,우편번호,주소,학교개교일,학교홈페이지,총장명,학교대표전화번호,학교대표팩스번호,학교상태
2017,고운학원,140,수원대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,18323,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교)",19811226,www.suwon.ac.kr,이인수,031-220-2114,02-745-8545,기존
2017,숙명학원,141,숙명여자대학교,대학,대학교,서울,사립,고등교육법,여자,주간,4310,"서울특별시 용산구 청파로47길 90 (청파동2가, 숙명여자대학교)",19381221,www.sookmyung.ac.kr,강정애,02-710-9114,02-2077-7481,기존
2017,순천대학교 법인,20,순천대학교,대학,대학교,전남,국립,고등교육법,남녀공학,주야간,57922,"전라남도 순천시 중앙로 255 (석현동, 순천대학교)",19820310,www.sunchon.ac.kr,송영무,061-750-3114,061-750-3117,기존
2017,동은학원,142,순천향대학교,대학,대학교,충남,사립,고등교육법,남녀공학,주야간,31538,"충청남도 아산시 신창면 순천향로 22 (읍내리, 순천향대학교)",19780301,www.sch.ac.kr,서교일,041-530-1114,041-542-4615,기존
2017,숭실대학교,143,숭실대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주야간,6978,"서울특별시 동작구 상도로 369 (상도동, 숭실대학교)",18971010,www.ssu.ac.kr,황준성,02-820-0114,02-828-7143,기존
2017,신경학원,233,신경대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,18274,"경기도 화성시 남양읍 남양중앙로 400-5 (남양리, 신경대학교)",20040407,www.sgu.ac.kr,남 완,031-369-9112,031-369-9116,기존
2017,박영학원,144,신라대학교,대학,대학교,부산,사립,고등교육법,남녀공학,주간,46958,"부산광역시 사상구 백양대로700번길 140 (괘법동, 신라대학교)",19691227,www.silla.ac.kr,박태학,051-999-5000,051-999-5800,기존
2017,학교법인 신흥학원,2712,신한대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,11340,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교)",20140301,www.shinhan.ac.kr,김병옥,031-870-2900,031-870-2939,기존
2017,아세아연합신학대학원,145,아세아연합신학대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,12508,"경기도 양평군 옥천면 경강로 1276 (아신리, 아세아연합신학대학교)",19811226,www.acts.ac.kr,김영욱,031-770-7802,031-770-7803,기존
2017,대우학원,146,아주대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,16499,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교)",19730315,www.ajou.ac.kr,김동연,031-219-2114,031-213-5158,기존
2017,해당없음,21,안동대학교,대학,대학교,경북,국립,고등교육법,남녀공학,주간,36729,"경상북도 안동시 경동로 1375 (송천동, 안동대학교)",19790312,www.andong.ac.kr,권태환,054-820-5114,054-820-7115,기존
2017,우일학원,147,안양대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,14028,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교)",19480917,www.anyang.ac.kr,정창덕,031-467-0708,031-467-0868,기존
2017,연세대학교,149,연세대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주간,3722,"서울특별시 서대문구 연세로 50 (신촌동, 연세대학교)",19570105,www.yonsei.ac.kr,김용학,1599-1885,02-2123-8608,기존
2017,영남학원,151,영남대학교,대학,대학교,경북,사립,고등교육법,남녀공학,주야간,38541,"경상북도 경산시 대학로 280 (대동, 영남대학교)",19671222,www.yu.ac.kr,서길수,053-810-2114,053-810-2036,기존
2017,영남신학대학교,153,영남신학대학교,대학,대학교,경북,사립,고등교육법,남녀공학,주간,38451,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교)",19931217,www.ytus.ac.kr,오규훈,053-850-0500,053-852-9815,기존
2017,성심학원,236,영산대학교,대학,대학교,부산,사립,고등교육법,남녀공학,주간,48015,"부산광역시 해운대구 반송순환로 142 (반송동, 영산대학교부산캠퍼스)",20051221,www.ysu.ac.kr,부구욱,051-540-7000,051-543-9347,기존
2017,영산학원,155,영산선학대학교,대학,대학교,전남,사립,고등교육법,남녀공학,주간,57026,전라남도 영광군 백수읍 성지로 1357 (길용리),19970303,www.youngsan.ac.kr,김윤겸,061-350-6015,061-350-6040,기존
2017,예수대학교,228,예수대학교,대학,대학교,전북,사립,고등교육법,남녀공학,주간,54989,"전라북도 전주시 완산구 서원로 383 (중화산동1가, 예수대학교)",20030301,www.jesus.ac.kr,서광수,063-230-7700,063-286-2216,기존
2017,예원예술대학교,218,예원예술대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,11429,"경기도 양주시 은현면 화합로1134번길 110 (용암리, 예원예술대학교양주캠퍼스)",20140301,www.yewon.ac.kr,채영덕,031-859-7114,031-869-0566,기존
2017,단호학원,156,용인대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,17092,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교)",19530615,www.yongin.ac.kr,박선경,031-332-6471,031-332-6479,기존
2017,우석학원,157,우석대학교,대학,대학교,전북,사립,고등교육법,남녀공학,주야간,55338,"전라북도 완주군 삼례읍 삼례로 443 (후정리, 우석대학교)",19790510,www.woosuk.ac.kr,김응권,063-290-1114,063-291-9312,기존
2017,우송학원,240,우송대학교,대학,대학교,대전,사립,고등교육법,남녀공학,주간,34606,"대전광역시 동구 동대전로 171 (자양동, 우송정보대학)",19950301,www.wsu.ac.kr,존엔디컷,042-630-9600,042-631-2346,기존
2017,울산과학기술원,250,울산과학기술원,대학,대학교,울산,특별법법인,특별법법인,남녀공학,주간,44919,"울산광역시 울주군 언양읍 유니스트길 50 (반연리, 울산과학기술원)",20090302,www.unist.ac.kr,정무영,052-217-0114,052-217-1149,기존
2017,울산공업학원,158,울산대학교,대학,대학교,울산,사립,고등교육법,남녀공학,주야간,44610,"울산광역시 남구 대학로 93 (무거동, 울산대학교)",19700316,www.ulsan.ac.kr,오연천,052-277-3101,052-277-1534,기존
2017,원광학원,159,원광대학교,대학,대학교,전북,사립,고등교육법,남녀공학,주야간,54538,"전라북도 익산시 익산대로 460 (신동, 원광대학교)",19510905,www.wonkwang.ac.kr,김도종,063-850-5114,063-850-6666,기존
2017,회당학원,160,위덕대학교,대학,대학교,경북,사립,고등교육법,남녀공학,주야간,38004,"경상북도 경주시 강동면 동해대로 261 (유금리, 위덕대학교)",19951216,www.uu.ac.kr,홍욱헌,054-760-1053,054-760-1039,기존
2017,금강학원,154,유원대학교,대학,대학교,충북,사립,고등교육법,남녀공학,주간,29131,충청북도 영동군 영동읍 대학로 310,19931217,www.U1.ac.kr,채훈관,043-740-1114,043-740-1029,기존
2017,을지학원,161,을지대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,13135,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교)",19670321,www.eulji.ac.kr,조우현,031-740-7424,031-740-7425,기존
2017,이화학당,163,이화여자대학교,대학,대학교,서울,사립,고등교육법,여자,주간,3760,"서울특별시 서대문구 이화여대길 52 (대현동, 이화여자대학교)",19460815,www.ewha.ac.kr,총장직무대행 송덕수,02-3277-2114,02-3277-3301,기존
2017,인제학원,164,인제대학교,대학,대학교,부산,사립,고등교육법,남녀공학,주야간,47392,"부산광역시 부산진구 복지로 75 (개금동, 백병원)",19790112,www.inje.ac.kr,차인준,051-894-3421,051-895-1864,기존
2017,국립대학법인 인천대학교,2660,인천대학교,대학,대학교,인천,국립대법인,고등교육법,남녀공학,주야간,22012,"인천광역시 연수구 아카데미로 119 (송도동, 인천대학교)",19790312,www.inu.ac.kr ,조동성,032-835-8114,032-835-0713,기존
2017,정석인하학원,169,인하대학교,대학,대학교,인천,사립,고등교육법,남녀공학,주간,22212,"인천광역시 남구 인하로 100 (용현동, 인하대학교)",19540424,www.inha.ac.kr,최순자,032-860-7114,032-863-1333,기존
2017,장로회신학대학교,170,장로회신학대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주간,4965,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교)",19610202,www.puts.ac.kr,총장 임성빈,02-450-0700,02-452-3460,기존
2017,전남대학교 법인,23,전남대학교,대학,대학교,전남,국립,고등교육법,남녀공학,주간,59626,"전라남도 여수시 대학로 50 (둔덕동, 전남대학교여수캠퍼스)",20060301,www.chonnam.ac.kr,지병문,061-659-6114,061-659-7003,기존
2017,전북대학교 법인,25,전북대학교,대학,대학교,전북,국립,고등교육법,남녀공학,주간,54896,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교)",19511006,www.jbnu.ac.kr,이남호,063-270-2114,063-276-0429,기존
2017,신동아학원,171,전주대학교,대학,대학교,전북,사립,고등교육법,남녀공학,주야간,55069,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)",19530505,www.jj.ac.kr,이호인,1577-7177,063-220-2072,기존
2017,동원교육학원,248,제주국제대학교,대학,대학교,제주,사립,고등교육법,남녀공학,주야간,63309,제주특별자치도 제주시 516로 2870 (영평동),20120301,www.jeju.ac.kr,고충석,064-754-0216,064-702-8330,기존
2017,제주대학교 법인,27,제주대학교,대학,대학교,제주,국립,고등교육법,남녀공학,주야간,63243,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",19520527,www.jejunu.ac.kr,허향진,"064-754-2114, 8217",064-755-8562,기존
2017,조선대학교,172,조선대학교,대학,대학교,광주,사립,고등교육법,남녀공학,주야간,61452,"광주광역시 동구 필문대로 309 (서석동, 조선대학교)",19460929,www.chosun.ac.kr,서재홍,062-230-7114,062-232-8834,기존
2017,중부학원,173,중부대학교,대학,대학교,충남,사립,고등교육법,남녀공학,주야간,32713,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",19930301,www.joongbu.ac.kr,홍승용,041-750-6500,041-750-6060,기존
2017,중앙대학교,175,중앙대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주야간,6974,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",19180401,www.cau.ac.kr,김창수,02-820-5114/6114,02-814-1659,기존
2017,승가학원,177,중앙승가대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,10118,"경기도 김포시 승가로 147 (풍무동, 중앙승가대학)",19790318,www.sangha.ac.kr,원행스님,031-980-7709,031-980-7778,기존
2017,대진교육재단,239,중원대학교,대학,대학교,충북,사립,고등교육법,남녀공학,주간,28024,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",20090302,www.jwu.ac.kr,안병환,043-830-8114,043-830-8115,기존
2017,성광학원,187,차의과학대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,11160,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",19961211,www.cha.ac.kr,이훈규,1899-2010,031)543-2716,기존
2017,창신대학,249,창신대학교,대학,대학교,경남,사립,고등교육법,남녀공학,주야간,51352,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",20130304,www.cs.ac.kr,강정묵,055-250-3001,055-297-5181,기존
2017,창원대학교 법인,28,창원대학교,대학,대학교,경남,국립,고등교육법,남녀공학,주야간,51140,"경상남도 창원시 의창구 창원대학로 20 (사림동, 창원대학교)",19690321,www.changwon.ac.kr,최해범,055-213-2088,055-266-1448,기존
2017,청석학원,179,청주대학교,대학,대학교,충북,사립,고등교육법,남녀공학,주야간,28503,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",19461118,www.cju.ac.kr,정성봉,043-229-8114,043-229-8110,기존
2017,초당학원,246,초당대학교,대학,대학교,전남,사립,고등교육법,남녀공학,주야간,58530,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",19940307,www.chodang.ac.kr,박종구,061-450-1019,061-453-4567,기존
2017,대한예수교장로회 총신대학교,180,총신대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주야간,6988,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",19670602,www.chongshin.ac.kr,김영우,02-3479-0200,02-593-6256,기존
2017,추계학원,181,추계예술대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주간,3762,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",19961211,www.chugye.ac.kr,임상혁,02-362-5700,02-362-4555,기존
2017,충남대학교 법인,29,충남대학교,대학,대학교,대전,국립,고등교육법,남녀공학,주간,34134,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",19520525,www.cnu.ac.kr,오덕성,042-821-5114,042-823-5875,기존
2017,충북대학교 법인,30,충북대학교,대학,대학교,충북,국립,고등교육법,남녀공학,주간,28644,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",19510927,www.chungbuk.ac.kr,윤여표,"043-261-2114, 3114",043-261-3333,기존
2017,한국침례신학원,182,침례신학대학교,대학,대학교,대전,사립,고등교육법,남녀공학,주간,34098,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학)",19731222,www.kbtus.ac.kr,이형원,042-828-3114,042-825-1354,기존
2017,칼빈신학원,184,칼빈대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,16911,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)",19970303,www.calvin.ac.kr,최광욱,031-284-4753,031-284-4588,기존
2017,피어선기념학원,186,평택대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,17869,"경기도 평택시 서동대로 3825 (용이동, 평택대학교)",19901128,www.ptu.ac.kr,이필재,031-659-8114,031-659-8011,기존
2017,포항공과대학교,188,포항공과대학교,대학,대학교,경북,사립,고등교육법,남녀공학,주간,37673,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",19861203,www.postech.ac.kr,김도연,054-279-0114,054-279-2099,기존
2017,한경대학교 법인,37,한경대학교,대학,대학교,경기,국립,고등교육법,남녀공학,주야간,17579,"경기도 안성시 중앙로 327 (석정동, 한경대학교)",20120301,www.hknu.ac.kr,태범석,031-670-5114,031-670-5469,기존
2017,한국과학기술원,374,한국과학기술원,대학,대학교,대전,특별법법인,특별법법인,남녀공학,주간,34141,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",19710216,www.kaist.ac.kr,강성모,042-350-2114,042-350-2210,기존
2017,한국교원대학교 법인,31,한국교원대학교,대학,대학교,충북,국립,고등교육법,남녀공학,주간,28173,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",19840315,www.knue.ac.kr,류희찬,043-230-3114,043-233-2960,기존
2017,한국교통대학교 법인,34,한국교통대학교,대학,대학교,충북,국립,고등교육법,남녀공학,주야간,27469,"충청북도 충주시 대소원면 대학로 50 (검단리, 한국교통대학교)",19140401,www.ut.ac.kr,김영호,043-841-5000,043-853-1236,기존
2017,일선학원,229,한국국제대학교,대학,대학교,경남,사립,고등교육법,남녀공학,주야간,52833,"경상남도 진주시 문산읍 동부로 965 (상문리, 한국국제대학교)",20021116,www.iuk.ac.kr,이우상,055-751-8042,055-762-0350,기존
2017,한국기술교육대학교,189,한국기술교육대학교,대학,대학교,충남,사립,고등교육법,남녀공학,원격,31079,"충청남도 천안시 서북구 과수원길 18 (부대동, 한국기술교육대학교두정IOC캠퍼스)",19911102,www.koreatech.ac.kr,김기영,041-560-1114,041-561-9504,기존
2017,한국산업기술대학,247,한국산업기술대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,15073,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교)",20120301,www.kpu.ac.kr,이재훈,031-8041-1000,031-8041-0009,기존
2017,한국복음주의학원,191,한국성서대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주간,1757,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",19961211,www.bible.ac.kr,강우정,02-950-5410,02-950-5451,기존
2017,동원육영회,192,한국외국어대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주간,2450,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",19540420,www.hufs.ac.kr,김인철,02-2173-2114,02-960-7898,기존
2017,한국체육대학교 법인,32,한국체육대학교,대학,대학교,서울,국립,개별설치령에 의한 국립학교,남녀공학,주간,5541,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교)",19761230,www.knsu.ac.kr,김성조,02-410-6700,02-418-1877,기존
2017,정석인하학원,194,한국항공대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,10540,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)",19520616,www.kau.ac.kr,이강웅,02-300-0114,02-3158-5769,기존
2017,한국해양대학교 법인,33,한국해양대학교,대학,대학교,부산,국립,고등교육법,남녀공학,주간,49112,"부산광역시 영도구 태종로 727 (동삼동, 한국해양대학교)",19451105,www.kmou.ac.kr,박한일,051-410-4114,051-405-2475,기존
2017,대전기독학원,195,한남대학교,대학,대학교,대전,사립,고등교육법,남녀공학,주간,34430,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",19560313,www.hannam.ac.kr,이덕훈,042-629-7114,042-629-5874,기존
2017,한동대학교,196,한동대학교,대학,대학교,경북,사립,고등교육법,남녀공학,주야간,37554,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",19941202,www.handong.edu,장순흥,054-260-1111,054-260-1149,기존
2017,배달학원,197,한라대학교,대학,대학교,강원,사립,고등교육법,남녀공학,주간,26404,"강원도 원주시 흥업면 한라대길 28 (흥업리, 한라대학교)",19970301,www.halla.ac.kr,이정무,033-760-1114,033-760-6705,기존
2017,서호학원,242,한려대학교,대학,대학교,전남,사립,고등교육법,남녀공학,주야간,57764,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)",20110301,www.hanlyo.ac.kr,이호재,061-760-1111,061-761-6709,기존
2017,일송학원,198,한림대학교,대학,대학교,강원,사립,고등교육법,남녀공학,주간,24252,"강원도 춘천시 한림대학길 1 (옥천동, 한림대학교)",19820301,www.hallym.ac.kr,김중수,033-248-1000,033-248-3333,기존
2017,한밭대학교 법인,39,한밭대학교,대학,대학교,대전,국립,고등교육법,남녀공학,주야간,34158,"대전광역시 유성구 동서대로 125 (덕명동, 한밭대학교)",20120301,www.hanbat.ac.kr,송하영,042-821-1114,042-825-5395,기존
2017,함주학원,199,한서대학교,대학,대학교,충남,사립,고등교육법,남녀공학,주야간,31962,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",19911115,www.hanseo.ac.kr,함기선,041-660-1144,041-660-1149,기존
2017,한성(漢城)학원,200,한성대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주야간,2876,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",19721221,www.hansung.ac.kr,이상한,02-760-4231,02-745-8943,기존
2017,한세대학교,201,한세대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,15852,경기도 군포시 한세로 30 (당정동),19530510,www.hansei.ac.kr,김성혜,031-450-5114,031-450-5124,기존
2017,한신학원,202,한신대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주간,18101,"경기도 오산시 한신대길 137 (양산동, 한신대학교)",19400419,www.hs.ac.kr,채수일,031-379-0114,031-379-0039,기존
2017,한양학원,203,한양대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주야간,4763,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",19480701,www.hanyang.ac.kr,이영무,02-2220-0114,02-2220-0199,기존
2017,한일신학,206,한일장신대학교,대학,대학교,전북,사립,고등교육법,남녀공학,주야간,55359,"전라북도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)",19950301,www.hanil.ac.kr,구춘서,063-230-5408,063-230-5679,기존
2017,광희학원,220,한중대학교,대학,대학교,강원,사립,고등교육법,남녀공학,주야간,25800,"강원도 동해시 지양길 200 (지흥동, 한중대학교)",19911130,www.hanzhong.ac.kr,이장국(직대),033-521-9900,033-521-9407,기존
2017,삼일학원,207,협성대학교,대학,대학교,경기,사립,고등교육법,남녀공학,주야간,18330,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)",19830304,www.uhs.ac.kr,박민용,031-299-0900,031-227-3131,기존
2017,성인학원,208,호남대학교,대학,대학교,광주,사립,고등교육법,남녀공학,주야간,62399,"광주광역시 광산구 어등대로 417 (서봉동, 호남대학교광산캠퍼스)",19810731,www.honam.ac.kr,서강석,062-940-5000,062-940-5005,기존
2017,호남신학대학교,209,호남신학대학교,대학,대학교,광주,사립,고등교육법,남녀공학,주야간,61642,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)",19720216,www.htus.ac.kr,최흥진,062-650-1552,062-675-1552,기존
2017,호서학원,211,호서대학교,대학,대학교,충남,사립,고등교육법,남녀공학,주야간,31499,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",19801229,www.hoseo.ac.kr,신대철,041-540-5114,041-540-5159,기존
2017,홍익학원,212,홍익대학교,대학,대학교,서울,사립,고등교육법,남녀공학,주간,4066,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",19460425,www.hongik.ac.kr,김영환,02-320-1114,02-320-1122,기존
2017,한국방송통신대학교 법인,273,한국방송통신대학교,대학,방송통신대학,서울,국립,고등교육법,남녀공학,원격,3087,"서울특별시 종로구 대학로 86 (동숭동, 방송통신대학교우체국)",19720309,www.knou.ac.kr,김외숙(직무대리),02-3668-4318,02-3673-2382,기존
2017,건양학원,335,건양사이버대학교,대학,사이버대학(대학),대전,사립,고등교육법,남녀공학,원격,35365,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",20120301,www.kycu.ac.kr,김희수,1899-3330,042-600-6519,기존
2017,경희학원,318,경희사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,2447,"서울특별시 동대문구 경희대로 26 (회기동, 경희사이버대학교)",20010303,www.khcu.ac.kr,조인원,02-968-2233,02-3299-8729,기존
2017,고려중앙학원,328,고려사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,3051,"서울특별시 종로구 북촌로 106 (계동, 고려사이버대학교)",20010220,www.cuk.edu,김중순,02-6361-2000,02-6361-1800,기존
2017,광동학원,319,국제사이버대학교,대학,사이버대학(대학),경기,사립,고등교육법,남녀공학,원격,16487,경기도 수원시 팔달구 경수대로 490 (인계동),20030301,www.gjcu.ac.kr,박영규,031-229-6212,031-267-0750,기존
2017,한문화학원,334,글로벌사이버대학교,대학,사이버대학(대학),충남,사립,고등교육법,남녀공학,원격,31228,"충청남도 천안시 동남구 목천읍 교천지산길 284-88 (지산리, 글로벌사이버대학교)",20100301,www.global.ac.kr,이승헌,1577-1786,041-529-2638,기존
2017,영광학원,320,대구사이버대학교,대학,사이버대학(대학),경북,사립,고등교육법,남녀공학,원격,38453,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스)",20011110,www.dcu.ac.kr,홍덕률,053-859-7500,053-859-7599,기존
2017,서울문화예술원,330,디지털서울문화예술대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,3645,"서울특별시 서대문구 통일로37길 60 (홍제동, 디지털서울문화예술대학교)",20100301,www.scau.ac.kr,박창식,02-2287-0353,02-379-5736,기존
2017,동서학원,321,부산디지털대학교,대학,사이버대학(대학),부산,사립,고등교육법,남녀공학,원격,47011,"부산광역시 사상구 주례로 57 (주례동, 부산디지털대학교)",20011101,www.bdu.ac.kr,양상백,051-320-2785,051-320-2787,기존
2017,동원육영회,332,사이버한국외국어대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,2450,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교)",20040301,www.cufs.ac.kr,김인철,02-2173-2580,02-966-6183,기존
2017,서울디지털대학교,322,서울디지털대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,4157,"서울특별시 마포구 독막로 320 (도화동, 서울디지털대학교)",20010301,www.sdu.ac.kr,정오영,02-2128-3096,02-2128-3214,기존
2017,신일학원,323,서울사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,1133,"서울특별시 강북구 솔매로49길 60 (미아동, 서울사이버대학교)",20001130,www.iscu.ac.kr,허묘연,02-944-5000,02-980-2222,기존
2017,대양학원,325,세종사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,5000,"서울특별시 광진구 군자로 121 (군자동, 세종사이버대학)",20010301,www.sjcu.ac.kr,신구,02-2204-8034,02-2204-8036,기존
2017,숭실사이버대학교,329,숭실사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,3132,"서울특별시 종로구 삼일대로30길 23 (익선동, BIZWELL종로오피스텔)",20090301,www.kcu.ac,한헌수,02-708-7700,02-708-7755,기존
2017,원광학원,327,원광디지털대학교,대학,사이버대학(대학),전북,사립,고등교육법,남녀공학,원격,54538,"전라북도 익산시 익산대로 460 (신동, 원광디지털대학교)",20020301,www.wdu.ac.kr,남궁문,070-7730-0004,063-843-2855,기존
2017,학교법인 열린학원,326,한국열린사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,2087,"서울특별시 중랑구 망우로 353, C동 9층(상봉프레미어스엠코)",20010301,www.ocu.ac.kr,장일홍,02-2197-4252,02-2197-4298,기존
2017,한양학원,331,한양사이버대학교,대학,사이버대학(대학),서울,사립,고등교육법,남녀공학,원격,4763,"서울특별시 성동구 왕십리로 220 (행당동, 한양사이버대학교)",20020301,www.hanyangcyber.ac.kr,이영무,02-2290-0055,02-2290-0600,기존
2017,화신학원,333,화신사이버대학교,대학,사이버대학(대학),부산,사립,고등교육법,남녀공학,원격,47558,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교)",20090301,www.hscu.ac.kr,조인곤 총장,1588-5215,051-999-0159,기존
2017,영진교육재단,575,영진사이버대학,전문대학,사이버대학(전문대학),대구,사립,고등교육법,남녀공학,원격,41527,"대구광역시 북구 복현로 35 (복현동, 영진전문대학)",20020301,www.ycc.ac.kr,최재영,053-940-5500,053-940-5504,기존
2017,이후학원,576,한국복지사이버대학,전문대학,사이버대학(전문대학),경북,사립,고등교육법,남녀공학,원격,38695,경상북도 경산시 남천면 남천로 746-10 (협석리),20100909,www.corea.ac.kr,최원석,1644-9775,053-815-6500,기존
2017,혜전학원,284,청운대학교,대학,산업대학,충남,사립,고등교육법,남녀공학,주야간,32244,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",19941203,www.chungwoon.ac.kr,이상렬,041-630-3114,041-634-8700,기존
2017,정은학원,282,호원대학교,대학,산업대학,전북,사립,고등교육법,남녀공학,주야간,54058,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",19780302,www.howon.ac.kr,강희성,063-450-7114,063-450-7777,기존
2017,한국학중앙연구원,683,한국학대학원,대학원대학,일반대학원,경기,특별법법인,특별법법인,남녀공학,주간,13455,"경기도 성남시 분당구 하오개로 323 (운중동, 한국학중앙연구원)",19800301,www.aks.ac.kr,이배용,031-709-4169,031-709-9946,기존
2017,숭희학원,433,강동대학교,전문대학,전문대학(2년제),충북,사립,고등교육법,남녀공학,주간,27600,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)",19940305,www.gangdong.ac.kr,류정윤,043-879-3300,043-879-3311,기존
2017,분진학원,548,강원관광대학교,전문대학,전문대학(2년제),강원,사립,고등교육법,남녀공학,주야간,26034,"강원도 태백시 대학길 97 (황지동, 강원관광대학)",19941117,www.kt.ac.kr,원재희,033-550-6133,033-553-7322,기존
2017,한국산업기술대학,560,경기과학기술대학교,전문대학,전문대학(2년제),경기,사립,고등교육법,남녀공학,주야간,15073,"경기도 시흥시 경기과기대로 269 (정왕동, 경기과학기술대학교)",19981128,www.gtec.ac.kr,김필구,031-496-4513,031-496-9018,기존
